food_id,Name,Coarse-grained categories,Fine-grained categories,Cuisines,Associated Cuisines,Area,Countries,Wikipedia Link,Alias,Top_15_Similar_Foods,Top_15_Same_Fine_Category,Top_15_Same_Coarse_Category
965,Pumpkin pie,"[""pastry""]","[""dessert pie""]","[""Canadian"", ""American"", ""English""]","[""Canadian"", ""American"", ""English""]","[""Canada"", ""United States"", ""England""]","[""Canada"", ""United States"", ""England""]",https://en.wikipedia.org/wiki/Pumpkin_pie,"{""ar - Arabic"": ""فطيرة يقطين"", ""de - German"": ""Pumpkin Pie"", ""en-simple - Simple English"": ""Pumpkin pie"", ""es - Spanish"": ""Pastel de calabaza"", ""fa - Persian"": ""پای کدو تنبل"", ""fr - French"": ""Tarte à la citrouille"", ""he - Hebrew"": ""פאי דלעת"", ""hy - Armenian"": ""Դդմի կարկանդակ"", ""it - Italian"": ""Torta di zucca"", ""ja - Japanese"": ""パンプキンパイ"", ""jv - Javanese"": ""Pai waluh"", ""ko - Korean"": ""호박 파이"", ""mk - Macedonian"": ""Пита со тиква"", ""pl - Polish"": ""Tarta dyniowa"", ""pt - Portuguese"": ""Torta de abóbora"", ""ru - Russian"": ""Тыквенный пирог"", ""sv - Swedish"": ""Pumpapaj"", ""uk - Ukrainian"": ""Гарбузовий пиріг"", ""vi - Vietnamese"": ""Bánh bí ngô"", ""yue - Cantonese"": ""南瓜批"", ""zh - Chinese"": ""南瓜派""}","[895, 739, 1158, 961, 968, 983, 984, 921, 900, 910, 952, 969, 1801, 905, 836]","[961, 968, 983, 984, 921, 900, 910, 952, 969, 905, 901, 962, 915, 903, 912]","[739, 961, 968, 983, 984, 921, 900, 910, 952, 969, 905, 836, 901, 962, 915]"
966,Quiche,"[""pastry""]","[""tart""]","[""French""]","[""French""]","[""France""]","[""France""]",https://en.wikipedia.org/wiki/Quiche,"{""ar - Arabic"": ""فطيرة الكيش"", ""az - Azerbaijani"": ""Kiş piroqu"", ""br - Breton"": ""Kichez"", ""ca - Catalan"": ""Quiche"", ""cs - Czech"": ""Quiche"", ""cy - Welsh"": ""Tarten sawrus"", ""da - Danish"": ""Quiche"", ""de - German"": ""Quiche"", ""en-simple - Simple English"": ""Quiche"", ""eo - Esperanto"": ""Kiŝo"", ""es - Spanish"": ""Quiche"", ""eu - Basque"": ""Quiche"", ""fa - Persian"": ""کیش"", ""fi - Finnish"": ""Quiche"", ""fr - French"": ""Quiche"", ""gsw - Alemannic"": ""Quiche"", ""he - Hebrew"": ""קיש"", ""hu - Hungarian"": ""Quiche"", ""hy - Armenian"": ""Քիշ"", ""id - Indonesian"": ""Quiche"", ""io - Ido"": ""Kisho"", ""it - Italian"": ""Quiche"", ""ja - Japanese"": ""キッシュ"", ""jv - Javanese"": ""Quiché"", ""ko - Korean"": ""키슈"", ""ms - Malay"": ""Quiche"", ""nb - Norwegian Bokmål"": ""Quiche"", ""nl - Dutch"": ""Quiche"", ""nn - Norwegian Nynorsk"": ""Quiche"", ""pl - Polish"": ""Quiche"", ""pt - Portuguese"": ""Quiche"", ""ru - Russian"": ""Киш"", ""sr - Serbian"": ""Киш"", ""th - Thai"": ""กิช"", ""tr - Turkish"": ""Kiş hamuru"", ""uk - Ukrainian"": ""Кіш"", ""vi - Vietnamese"": ""Quiche"", ""yue - Cantonese"": ""法式鹹批"", ""zh - Chinese"": ""法式鹹派""}","[867, 929, 926, 833, 847, 2287, 732, 2138, 990, 995, 747, 909, 1801, 943, 803]","[929, 926, 2138, 751, 927, 892, 676, 1174]","[867, 929, 926, 833, 847, 2287, 2138, 990, 995, 747, 909, 943, 803, 947, 1234]"
967,Rappie pie,"[""pastry""]","[""savoury pie""]","[""Canadian""]","[""Canadian""]","[""Nova Scotia"", ""Prince Edward Island"", ""New Brunswick""]","[""Canada""]",https://en.wikipedia.org/wiki/Rappie_pie,"{""ja - Japanese"": ""ラッピーパイ"", ""jv - Javanese"": ""Pai rappie""}","[947, 840, 2303, 968, 2288, 975, 2299, 981, 898, 2287, 948, 908, 954, 1890, 936]","[947, 840, 2303, 975, 2299, 981, 898, 2287, 948, 908, 954, 936, 916, 923, 831]","[947, 840, 2303, 968, 2288, 975, 2299, 981, 898, 2287, 948, 908, 954, 936, 990]"
968,Raspberry pie,"[""pastry""]","[""dessert pie""]","[""Global""]","[""Global""]","[""Global""]","[""Global""]",https://en.wikipedia.org/wiki/Raspberry_pie,"{""de - German"": ""Himbeerkuchen"", ""jv - Javanese"": ""Pai rasbèri"", ""yue - Cantonese"": ""勒士啤梨批""}","[900, 969, 905, 982, 903, 910, 921, 983, 974, 965, 945, 961, 932, 967, 934]","[900, 969, 905, 982, 903, 910, 921, 983, 974, 965, 945, 961, 932, 934, 935]","[900, 969, 905, 982, 903, 910, 921, 983, 974, 965, 945, 961, 932, 967, 934]"
969,Rhubarb pie,"[""pastry""]","[""dessert pie""]","[""English""]","[""English"", ""American"", ""Canadian""]","[""England""]","[""England"", ""United States"", ""Canada""]",https://en.wikipedia.org/wiki/Rhubarb_pie,"{""de - German"": ""Rhabarberkuchen"", ""es - Spanish"": ""Tarta de ruibarbo"", ""fa - Persian"": ""پای ریواس"", ""fi - Finnish"": ""Raparperipiirakka"", ""fr - French"": ""Tarte à la rhubarbe"", ""it - Italian"": ""Torta al rabarbaro"", ""jv - Javanese"": ""Pai rhubarb"", ""ru - Russian"": ""Ревеневый пирог"", ""sv - Swedish"": ""Rabarberpaj"", ""uk - Ukrainian"": ""Ревеневий пиріг"", ""uz - Uzbek"": ""Rovochli pirog"", ""zh - Chinese"": ""大黃餡餅""}","[968, 900, 905, 903, 982, 925, 252, 921, 983, 934, 932, 948, 916, 965, 1890]","[968, 900, 905, 903, 982, 921, 983, 934, 932, 965, 952, 910, 963, 912, 915]","[968, 900, 905, 903, 982, 925, 921, 983, 934, 932, 948, 916, 965, 952, 910]"
970,Saskatoon berry pie,"[""pastry""]","[""dessert pie""]","[""Canadian""]","[""Canadian""]","[""Saskatchewan""]","[""Canada""]",https://en.wikipedia.org/wiki/Saskatoon_berry_pie,"{""jv - Javanese"": ""Pai béri saskatoon""}","[900, 982, 921, 983, 889, 962, 963, 961, 914, 915, 905, 993, 912, 901, 894]","[900, 982, 921, 983, 962, 963, 961, 914, 915, 905, 993, 912, 901, 984, 969]","[900, 982, 921, 983, 962, 963, 961, 914, 915, 905, 993, 912, 901, 984, 969]"
971,Sausage roll,"[""pastry""]","[""savoury pie""]","[""English""]","[""English""]","[""England""]","[""England""]",https://en.wikipedia.org/wiki/Sausage_roll,"{""ar - Arabic"": ""لفائف السجق"", ""de - German"": ""Sausage roll"", ""en-simple - Simple English"": ""Sausage roll"", ""fr - French"": ""Feuilleté de saucisse"", ""id - Indonesian"": ""Sosis gulung"", ""it - Italian"": ""Sausage roll"", ""jv - Javanese"": ""Sosis gulung"", ""ms - Malay"": ""Sosej gulung"", ""nl - Dutch"": ""Saucijzenbroodje"", ""yue - Cantonese"": ""腸仔卷"", ""zh - Chinese"": ""香腸捲""}","[1441, 2284, 1469, 2047, 859, 1983, 1424, 1738, 1368, 1980, 789, 1436, 1480, 553, 1437]","[736, 907, 832, 960, 2215, 948, 1319, 2287, 942, 947, 820, 831, 783, 836, 940]","[2284, 859, 789, 1480, 833, 748, 929, 926, 883, 2283, 819, 825, 756, 844, 909]"
972,Scotch pie,"[""pastry""]","[""savoury pie""]","[""English""]","[""English""]","[""Scotland""]","[""England""]",https://en.wikipedia.org/wiki/Scotch_pie,"{""cs - Czech"": ""Scotch pie"", ""eu - Basque"": ""Eskoziar pastel"", ""fa - Persian"": ""پای اسکاتلندی"", ""fr - French"": ""Scotch pie"", ""gl - Galician"": ""Pastel escocés"", ""jv - Javanese"": ""Pai domba"", ""sco - Scots"": ""Scotch pie"", ""uk - Ukrainian"": ""Шотландський пиріг"", ""yue - Cantonese"": ""蘇格蘭批""}","[975, 947, 1569, 981, 948, 952, 898, 1890, 923, 870, 990, 840, 1849, 736, 2303]","[975, 947, 981, 948, 898, 923, 870, 840, 736, 2303, 960, 820, 950, 954, 955]","[975, 947, 981, 948, 952, 898, 923, 870, 990, 840, 736, 2303, 960, 820, 2288]"
973,Sfiha,"[""bread""]","[""flatbread""]","[""Syrian"", ""Lebanese"", ""Israeli"", ""Iraqi"", ""Egyptian"", ""Jordanian"", ""Brazilian""]","[""Syrian"", ""Lebanese"", ""Israeli"", ""Iraqi"", ""Egyptian"", ""Jordanian"", ""Brazilian""]","[""Syria"", ""Lebanon"", ""Israel"", ""Iraq"", ""Egypt"", ""Jordan"", ""Brazil""]","[""Syria"", ""Lebanon"", ""Israel"", ""Iraq"", ""Egypt"", ""Jordan"", ""Brazil""]",https://en.wikipedia.org/wiki/Sfiha,"{""ar - Arabic"": ""صفيحة"", ""cy - Welsh"": ""Sfiha"", ""el - Greek"": ""Σφίχα"", ""es - Spanish"": ""Sfiha"", ""eu - Basque"": ""Sfiha"", ""fr - French"": ""Sfiha"", ""he - Hebrew"": ""ספיחה"", ""hy - Armenian"": ""Սֆիհա"", ""it - Italian"": ""Sfiha"", ""ja - Japanese"": ""エスフィーハ"", ""jv - Javanese"": ""Sfiha"", ""ko - Korean"": ""스피하"", ""pt - Portuguese"": ""Esfirra"", ""ru - Russian"": ""Сфиха"", ""uk - Ukrainian"": ""Сфіха"", ""uz - Uzbek"": ""Sfiha""}","[2197, 1321, 1322, 1868, 1104, 2194, 1316, 1161, 1543, 997, 1461, 455, 1016, 2329, 452]","[2197, 1104, 1316, 1161, 997, 1016, 1118, 1114, 1001, 1343, 1073, 1038, 1044, 409, 2412]","[2197, 1868, 1104, 2194, 1316, 1161, 997, 1016, 1118, 1114, 1001, 1343, 1073, 1038, 1044]"
974,Shaker lemon pie,"[""pastry""]","[""dessert pie""]","[""American""]","[""American""]","[""Midwestern United States""]","[""United States""]",https://en.wikipedia.org/wiki/Shaker_lemon_pie,"{""jv - Javanese"": ""Pai lèmon kocok""}","[945, 2301, 941, 890, 918, 910, 983, 968, 921, 716, 932, 935, 984, 1801, 914]","[945, 2301, 941, 918, 910, 983, 968, 921, 932, 935, 984, 914, 2302, 900, 951]","[945, 2301, 941, 918, 910, 983, 968, 921, 932, 935, 984, 914, 2302, 900, 806]"
975,Shepherd's pie,"[""pastry""]","[""savoury pie""]","[""English"", ""French""]","[""English"", ""French""]","[""England"", ""France""]","[""England"", ""France""]",https://en.wikipedia.org/wiki/Shepherd%27s_pie,"{""ar - Arabic"": ""فطيرة الراعي"", ""ca - Catalan"": ""Shepherd's pie"", ""da - Danish"": ""Shepard's pie"", ""de - German"": ""Shepherd’s Pie"", ""en-simple - Simple English"": ""Cottage pie"", ""es - Spanish"": ""Cottage pie"", ""fa - Persian"": ""شپردز پای"", ""fi - Finnish"": ""Shepherd's pie"", ""fr - French"": ""Cottage pie"", ""he - Hebrew"": ""פאי רועים"", ""it - Italian"": ""Cottage pie"", ""ja - Japanese"": ""シェパーズパイ"", ""jv - Javanese"": ""Pai pondhok"", ""ko - Korean"": ""셰퍼드 파이"", ""nb - Norwegian Bokmål"": ""Shepherd’s pie"", ""nl - Dutch"": ""Shepherd's pie"", ""pl - Polish"": ""Cottage pie"", ""pt - Portuguese"": ""Cottage pie"", ""ru - Russian"": ""Пастуший пирог"", ""tr - Turkish"": ""Çoban payı"", ""uk - Ukrainian"": ""Вівчарський пиріг"", ""yue - Cantonese"": ""牧羊人批"", ""zh - Chinese"": ""牧羊人派""}","[947, 972, 948, 923, 981, 1569, 840, 1890, 990, 1547, 870, 2303, 952, 2281, 908]","[947, 972, 948, 923, 981, 840, 870, 2303, 908, 967, 960, 936, 898, 820, 736]","[947, 972, 948, 923, 981, 840, 990, 870, 2303, 952, 908, 967, 960, 2288, 936]"
976,Shoofly pie,"[""pastry""]","[""dessert pie""]","[""American""]","[""American""]","[""Pennsylvania""]","[""United States""]",https://en.wikipedia.org/wiki/Shoofly_pie,"{""de - German"": ""Shoofly Pie"", ""es - Spanish"": ""Shoofly pie"", ""it - Italian"": ""Shoofly pie"", ""jv - Javanese"": ""Shoofly pai"", ""ru - Russian"": ""Шуфлай""}","[901, 921, 2287, 889, 983, 2288, 1431, 836, 867, 984, 716, 927, 914, 961, 918]","[901, 921, 983, 984, 914, 961, 918, 920, 982, 953, 903, 915, 993, 934, 995]","[901, 921, 2287, 983, 2288, 836, 867, 984, 927, 914, 961, 918, 814, 920, 1744]"
977,Soparnik,"[""pastry""]","[""savoury pie""]","[""Croatian""]","[""Croatian""]","[""Croatia""]","[""Croatia""]",https://en.wikipedia.org/wiki/Soparnik,"{""de - German"": ""Soparnik"", ""el - Greek"": ""Σοπάρνικ"", ""hr - Croatian"": ""Soparnik"", ""jv - Javanese"": ""Soparnik"", ""mk - Macedonian"": ""Сопарник"", ""pt - Portuguese"": ""Soparnik"", ""ru - Russian"": ""Сопарник"", ""uz - Uzbek"": ""Soparnik""}","[964, 841, 869, 908, 983, 2145, 820, 789, 871, 1227, 1189, 795, 669, 984, 735]","[869, 908, 820, 947, 923, 954, 896, 924, 936, 916, 2287, 975, 2215, 948, 981]","[964, 841, 869, 908, 983, 2145, 820, 789, 871, 795, 984, 735, 969, 968, 885]"
978,Southern tomato pie,"[""pastry""]","[""savoury pie""]","[""American""]","[""American""]","[""Southern United States""]","[""United States""]",https://en.wikipedia.org/wiki/Southern_tomato_pie,"{""fa - Persian"": ""پای گوجه‌فرنگی جنوبی"", ""jv - Javanese"": ""Pai tomat kidul""}","[1464, 891, 936, 981, 1890, 985, 984, 948, 969, 764, 1588, 1759, 1306, 869, 1241]","[936, 981, 985, 948, 869, 967, 947, 2299, 2303, 840, 955, 908, 836, 2223, 923]","[936, 981, 985, 984, 948, 969, 764, 869, 925, 935, 967, 947, 961, 968, 952]"
979,Speķrauši,"[""pastry""]","[""bread roll""]","[""Latvian""]","[""Latvian""]","[""Latvia""]","[""Latvia""]",https://en.wikipedia.org/wiki/Spe%C4%B7rau%C5%A1i,"{""es - Spanish"": ""Speķrauši"", ""jv - Javanese"": ""Spéķrauši""}","[692, 1437, 2145, 2300, 788, 1216, 799, 1003, 2215, 907, 885, 1206, 1031, 730, 789]","[788, 730, 740, 1135, 1041, 1055, 1446, 748, 1163, 1124, 879, 2380, 1004, 839, 1043]","[2145, 2300, 1216, 799, 1003, 2215, 907, 885, 789, 2279, 2284, 740, 865, 939, 2292]"
980,Stargazy pie,"[""pastry""]","[""savoury pie""]","[""English""]","[""English""]","[""Cornwall""]","[""England""]",https://en.wikipedia.org/wiki/Stargazy_pie,"{""ar - Arabic"": ""فطيرة ستارغازي"", ""ca - Catalan"": ""Stargazy pie"", ""cy - Welsh"": ""Pastai serennog"", ""de - German"": ""Stargazy Pie"", ""es - Spanish"": ""Stargazy pie"", ""fi - Finnish"": ""Stargazy pie"", ""fr - French"": ""Stargazy pie"", ""it - Italian"": ""Stargazy pie"", ""ja - Japanese"": ""スターゲイジー・パイ"", ""jv - Javanese"": ""Pai stargazy"", ""ko - Korean"": ""스타게이지 파이"", ""kw - Cornish"": ""Hogen Ster-Lagatta"", ""pt - Portuguese"": ""Stargazy pie"", ""ru - Russian"": ""Пирог старгэйзи"", ""th - Thai"": ""พายสตาร์เกซี"", ""zh - Chinese"": ""仰望星空派""}","[930, 924, 2303, 1216, 2287, 836, 832, 2299, 981, 925, 869, 1890, 1912, 2302, 927]","[930, 924, 2303, 2287, 836, 832, 2299, 981, 869, 947, 916, 898, 908, 840, 972]","[930, 924, 2303, 1216, 2287, 836, 832, 2299, 981, 925, 869, 2302, 927, 914, 947]"
981,Steak pie,"[""pastry""]","[""savoury pie""]","[""English""]","[""English""]","[""England""]","[""England""]",https://en.wikipedia.org/wiki/Steak_pie,"{""fa - Persian"": ""پای استیک"", ""he - Hebrew"": ""סטייק פאי"", ""it - Italian"": ""Steak pie"", ""ja - Japanese"": ""ステーキ・パイ"", ""jv - Javanese"": ""Pai stik"", ""ru - Russian"": ""Пирог со стейком"", ""uk - Ukrainian"": ""Стейковий пиріг"", ""vi - Vietnamese"": ""Bánh bít tết"", ""yue - Cantonese"": ""牛扒批""}","[898, 870, 947, 972, 948, 2303, 975, 1890, 925, 840, 990, 736, 923, 2288, 960]","[898, 870, 947, 972, 948, 2303, 975, 840, 736, 923, 960, 831, 936, 2299, 967]","[898, 870, 947, 972, 948, 2303, 975, 925, 840, 990, 736, 923, 2288, 960, 952]"
982,Strawberry pie,"[""pastry""]","[""dessert pie""]","[""Global""]","[""Global""]","[""Global""]","[""Global""]",https://en.wikipedia.org/wiki/Strawberry_pie,"{""da - Danish"": ""Jordbærtærte"", ""de - German"": ""Erdbeertorte"", ""dsb - Lower Sorbian"": ""Słynicowy tykańc"", ""en-simple - Simple English"": ""Strawberry pie"", ""eo - Esperanto"": ""Fragotorto"", ""es - Spanish"": ""Tarta de fresas"", ""fa - Persian"": ""پای توت‌فرنگی"", ""fi - Finnish"": ""Mansikkapiirakka"", ""hsb - Upper Sorbian"": ""Truskalcowy tykanc"", ""ja - Japanese"": ""ストロベリーパイ"", ""jv - Javanese"": ""Pai strobèri"", ""ru - Russian"": ""Клубничный торт"", ""yue - Cantonese"": ""士多啤梨批"", ""zh - Chinese"": ""草莓派""}","[921, 983, 968, 900, 970, 969, 905, 901, 932, 889, 903, 910, 961, 893, 934]","[921, 983, 968, 900, 970, 969, 905, 901, 932, 903, 910, 961, 934, 963, 945]","[921, 983, 968, 900, 970, 969, 905, 901, 932, 903, 910, 961, 934, 963, 945]"
983,Sugar cream pie,"[""pastry""]","[""dessert pie""]","[""American""]","[""American""]","[""United States""]","[""United States""]",https://en.wikipedia.org/wiki/Sugar_cream_pie,"{""jv - Javanese"": ""Pai krim gula"", ""pt - Portuguese"": ""Torta de creme de açúcar"", ""ru - Russian"": ""Пирог с сахарным кремом""}","[921, 1801, 961, 982, 932, 984, 910, 2302, 901, 2096, 911, 614, 893, 926, 867]","[921, 961, 982, 932, 984, 910, 2302, 901, 911, 962, 976, 909, 968, 974, 914]","[921, 961, 982, 932, 984, 910, 2302, 901, 911, 926, 867, 962, 976, 909, 925]"
984,Sweet potato pie,"[""pastry""]","[""dessert pie""]","[""American""]","[""American""]","[""Southern United States""]","[""United States""]",https://en.wikipedia.org/wiki/Sweet_potato_pie,"{""cs - Czech"": ""Batátový koláč"", ""en-simple - Simple English"": ""Sweet potato pie"", ""es - Spanish"": ""Pastel de batata"", ""fa - Persian"": ""پای سیب‌زمینی شیرین"", ""fr - French"": ""Tarte aux patates douces"", ""it - Italian"": ""Torta di patate dolci"", ""ja - Japanese"": ""スイートポテトパイ"", ""jv - Javanese"": ""Pai téla"", ""nb - Norwegian Bokmål"": ""Søtpotetpai"", ""sv - Swedish"": ""Sötpotatispaj"", ""tr - Turkish"": ""Tatlı patatesli turta"", ""yue - Cantonese"": ""番薯批""}","[983, 1801, 921, 895, 910, 961, 965, 976, 2302, 908, 962, 925, 2289, 974, 947]","[983, 921, 910, 961, 965, 976, 2302, 962, 974, 914, 912, 941, 918, 952, 928]","[983, 921, 910, 961, 965, 976, 2302, 908, 962, 925, 2289, 974, 947, 914, 912]"
985,Tamale pie,"[""pastry""]","[""savoury pie""]","[""American""]","[""American""]","[""Southern United States""]","[""United States""]",https://en.wikipedia.org/wiki/Tamale_pie,"{""jv - Javanese"": ""Pai tamalé"", ""ru - Russian"": ""Тамале"", ""uk - Ukrainian"": ""Пиріг тамале""}","[505, 923, 2303, 990, 947, 1402, 948, 981, 840, 975, 955, 978, 910, 764, 820]","[923, 2303, 947, 948, 981, 840, 975, 955, 978, 820, 899, 972, 870, 967, 954]","[923, 2303, 990, 947, 948, 981, 840, 975, 955, 978, 910, 764, 820, 899, 962]"
986,Tarta capuchina,"[""pastry""]","[""dessert pie""]","[""Spanish""]","[""Spanish""]","[""Spain""]","[""Spain""]",https://es.wikipedia.org/wiki/Tarta_capuchina,{},"[988, 929, 763, 987, 2138, 526, 1661, 699, 2132, 909, 2282, 1866, 877, 943, 676]","[987, 909, 959, 958, 991, 922, 928, 956, 941, 911, 912, 995, 918, 914, 976]","[988, 929, 763, 987, 2138, 909, 877, 943, 959, 926, 774, 881, 958, 966, 834]"
987,Tarta de Santiago,"[""pastry""]","[""dessert pie""]","[""Spanish""]","[""Spanish""]","[""Spain""]","[""Spain""]",https://en.wikipedia.org/wiki/Tarta_de_Santiago,"{""ca - Catalan"": ""Pastís de Santiago"", ""de - German"": ""Tarta de Santiago"", ""es - Spanish"": ""Tarta de Santiago"", ""fr - French"": ""Tarta de Santiago"", ""gl - Galician"": ""Torta de Santiago"", ""it - Italian"": ""Tarta de Santiago"", ""ja - Japanese"": ""タルタ・デ・サンティアゴ"", ""jv - Javanese"": ""Tarta de Santiago"", ""nb - Norwegian Bokmål"": ""Tarta de Santiago"", ""pt - Portuguese"": ""Tarte de Santiago"", ""ru - Russian"": ""Сантьяго"", ""uk - Ukrainian"": ""Сантьяго""}","[959, 765, 1152, 1866, 892, 2138, 958, 989, 726, 852, 784, 659, 617, 750, 1335]","[959, 958, 986, 909, 991, 956, 911, 949, 946, 914, 906, 941, 910, 921, 974]","[959, 765, 2138, 958, 726, 852, 784, 750, 1335, 986, 881, 909, 835, 830, 929]"
988,Tiropita,"[""pastry""]","[""savoury pie""]","[""Greek""]","[""Greek""]","[""Greece""]","[""Greece""]",https://en.wikipedia.org/wiki/Tiropita,"{""ar - Arabic"": ""تيروبيتا"", ""ca - Catalan"": ""Tirópita"", ""chr - Cherokee"": ""ᎪᎢ ᎤᏅᏗ ᎦᏚᏅ ᎨᎵᏍᎩ"", ""el - Greek"": ""Τυρόπιτα"", ""es - Spanish"": ""Tiropita"", ""fi - Finnish"": ""Tiropita"", ""fr - French"": ""Tirópita"", ""he - Hebrew"": ""טירופיטה"", ""it - Italian"": ""Tiropita"", ""jv - Javanese"": ""Tiropita"", ""ru - Russian"": ""Тиропита"", ""sr - Serbian"": ""Тиропита"", ""tr - Turkish"": ""Tiropita"", ""uk - Ukrainian"": ""Тіропіта"", ""vi - Vietnamese"": ""Tiropita""}","[1033, 986, 877, 725, 764, 1371, 847, 699, 929, 881, 866, 766, 964, 958, 1149]","[899, 869, 1319, 896, 2215, 942, 836, 907, 832, 831, 2223, 957, 916, 924, 2299]","[1033, 986, 877, 725, 764, 1371, 847, 929, 881, 866, 766, 964, 958, 899, 750]"
989,Tocino de cielo,"[""dessert""]","[""pudding""]","[""Spanish""]","[""Spanish""]","[""Jerez de la Frontera""]","[""Spain""]",https://en.wikipedia.org/wiki/Tocino_de_cielo,"{""ast - Asturian"": ""Tocín de cielu"", ""ca - Catalan"": ""Flamet"", ""es - Spanish"": ""Tocino de cielo"", ""eu - Basque"": ""Aingeru-budin"", ""fr - French"": ""Tocino de cielo"", ""gl - Galician"": ""Touciño do ceo"", ""it - Italian"": ""Tocino de cielo"", ""ru - Russian"": ""Тосино де сьело""}","[608, 750, 2132, 1866, 659, 1809, 987, 1676, 1855, 1804, 1252, 2087, 1853, 586, 2122]","[2096, 545, 551, 434, 549, 546, 2369, 1722, 552, 1307, 1231, 547, 555, 1721, 994]","[2132, 659, 1809, 1676, 1252, 2087, 2122, 2096, 2133, 657, 2101, 811, 1820, 445, 874]"
